23→果園採了 95 顆蘋果，每箱裝 8 顆。裝完後還剩幾顆？（請填數字）,2,,,,,7,【步驟】第一步：95÷8=11...7。第二步：裝滿 11 箱（11×8=88 顆）。第三步：剩下 95-88=7 顆。答案是 7 顆,2
24→小華有 57 張貼紙，要平分給 4 個好朋友。每人可以得到幾張？（請填數字）,2,,,,,14,【步驟】第一步：57÷4。第二步：先算十位 5÷4=1...1。第三步：餘下的 1 和個位 7 合起來是 17。17÷4=4...1。第四步：商=14，餘數=1。每人得到 14 張，剩下 1 張,2
25→三年級有 87 位同學要分組討論。每組最多 5 人。至少要分成幾組？（請填數字）,2,,,,,18,【步驟】第一步：87÷5=17...2。第二步：17 組坐滿 17×5=85 人，還有 2 人。第三步：這 2 人也需要一組。所以至少 17+1=18 組。【關鍵】「至少」遇到餘數要進一,2
26→便利商店飲料特價每瓶 7 元。小明帶了 50 元。他最多可以買幾瓶？（請填最多買幾瓶）,2,,,,,7,【步驟】第一步：50÷7=7...1。第二步：買 7 瓶花了 7×7=49 元。第三步：剩下 50-49=1 元。最多買 7 瓶,2
27→圖書館新進了 78 本書，要平均放在 3 個書架上。每個書架放幾本？（請填數字）,2,,,,,26,【步驟】78÷3=26。【直式】先算十位：7÷3=2...1。餘 1 和個位 8 合起來=18。18÷3=6。答案是 26 本,2
28→超市蘋果每 3 顆一袋。媽媽想買 20 顆蘋果。她至少要買幾袋才夠？（請填數字）,2,,,,,7,【步驟】第一步：20÷3=6...2。第二步：買 6 袋只有 6×3=18 顆，還差 2 顆。第三步：需要再多買 1 袋。所以至少要 6+1=7 袋（共 21 顆），多出來 1 顆沒關係,3
29→學校運動會需要做彩旗。一條彩帶可以做 5 面旗子。學校一共需要 43 面旗子。至少需要幾條彩帶？（請填數字）,2,,,,,9,【步驟】第一步：43÷5=8...3。第二步：8 條彩帶可以做 8×5=40 面。第三步：還差 43-40=3 面。第四步：需要再用 1 條。至少需要 8+1=9 條,3
30→教室有 92 本作業本，要平均分給 4 組。每組分到幾本？（請填數字）,2,,,,,23,【步驟】92÷4=23。【直式】先算十位：9÷4=2...1。餘 1 和個位 2 合起來=12。12÷4=3。答案是每組 23 本,2
31→露營活動有 46 個小朋友。每頂帳篷住 6 人。至少需要幾頂帳篷？（請填數字）,2,,,,,8,【步驟】第一步：46÷6=7...4。第二步：7 頂帳篷住 7×6=42 人，還有 4 人。第三步：這 4 人也需要一頂帳篷。所以至少需要 7+1=8 頂。【關鍵】「至少」遇到餘數要加 1,2
32→花店有 85 朵花，每束綁 7 朵。可以綁成幾束？還剩幾朵？（請填可以綁幾束）,2,,,,,12,【步驟】第一步：85÷7=12...1。第二步：可以綁成 12 束（12×7=84 朵）。第三步：還剩 85-84=1 朵。答案是 12 束，剩 1 朵,2
33→全班 30 人要做科學實驗。材料包每包夠 4 人用。至少要買幾包？（請填數字）,2,,,,,8,【步驟】第一步：30÷4=7...2。第二步：7 包只夠 7×4=28 人，還有 2 人。第三步：這 2 人也需要一包。至少 7+1=8 包。【關鍵】「至少」=餘數不為 0 就要加 1,2
34→小明有 66 顆彈珠。他想平均分成 5 堆。每堆幾顆？剩幾顆？（請填每堆幾顆）,2,,,,,13,【步驟】第一步：66÷5=13...1。第二步：每堆 13 顆（13×5=65 顆）。第三步：剩下 66-65=1 顆。【驗算】13×5+1=65+1=66 ✓,2
35→媽媽帶了 100 元去文具店。橡皮擦一個 7 元，鉛筆一枝 9 元。她想先買 3 枝鉛筆，剩下的錢全買橡皮擦。她最多能買幾個橡皮擦？（請填數字）,2,,,,,10,【步驟】第一步：先算買鉛筆花多少錢 3×9=27 元。第二步：剩下的錢=100-27=73 元。第三步：73÷7=10...3。第四步：73 元最多買 10 個橡皮擦（10×7=70 元），剩 3 元,3
36→□÷7=9...5，□是多少？（請填數字）,1,,,,,68,商×除數+餘數=被除數。9×7+5=63+5=68。【驗算】68÷7=9...5 ✓,2
37→132 ÷ 6 = ？（請填數字）,1,,,,,22,【直式】13÷6=2...1。12÷6=2。答案是 22。【驗算】22×6=132 ✓,2
38→一個數除以 9，商是 12，餘數是 5。這個數是多少？（請填數字）,1,,,,,113,被除數=商×除數+餘數=12×9+5=108+5=113,3
39→下面哪個除法的餘數最大？,0,50÷7,43÷6,38÷9,61÷8,38÷9,50÷7=7...1 餘1。43÷6=7...1 餘1。38÷9=4...2 餘2。61÷8=7...5 餘5。餘數最大是 61÷8 的 5... 等等重算：38÷9=4...2。再看：61÷8=7...5。答案是 61÷8,2
40→有 200 個氣球，平均分給 8 個班級。每班分到幾個？還剩幾個？（請填每班幾個）,2,,,,,25,200÷8=25 整除。每班 25 個，沒有剩餘。【驗算】25×8=200 ✓,2
41→一條繩子 156 公分，要剪成每段 8 公分。最多可以剪幾段？（請填數字）,2,,,,,19,156÷8=19...4。最多剪 19 段（19×8=152），剩 4 公分不夠一段,2
42→電影院有 245 個座位，每排有 9 個座位。至少要幾排？（請填數字）,2,,,,,28,245÷9=27...2。27 排有 243 個位子，還差 2 個。至少需要 27+1=28 排,2
43→小明存了 175 元。每本漫畫 8 元。他最多可以買幾本？買完還剩幾元？（請填最多買幾本）,2,,,,,21,175÷8=21...7。最多買 21 本花 21×8=168 元，剩 7 元,2
44→籃球隊 5 個人輪流罰球。一共罰了 83 球。每人至少罰了幾球？（請填數字）,2,,,,,16,83÷5=16...3。每人至少罰 16 球。3 個人多罰了 1 球。【注意】問「至少」是取商（最少的那個），不用加 1,3
45→學校買了 300 枝鉛筆，分給 7 個班級。每班分到幾枝？還剩幾枝？（請填每班幾枝）,2,,,,,42,300÷7=42...6。每班 42 枝，剩 6 枝。【驗算】42×7+6=294+6=300 ✓,2
46→爸爸開車每小時行駛 80 公里。要到 350 公里遠的城市。至少要開幾小時才能到？（請填數字）,2,,,,,5,350÷80=4...30。4 小時只到 320 公里，還差 30 公里。所以至少要 5 小時。4×80=320<350，5×80=400>350,3
47→工人搬磚塊，每次搬 9 塊。有 500 塊磚要搬。至少要搬幾次？（請填數字）,2,,,,,56,500÷9=55...5。55 次搬 495 塊，剩 5 塊還需要 1 次。至少 55+1=56 次,3
48→一個除法算式，除數是 6，餘數可能是哪些數字？,0,0到5,1到5,0到6,1到6,0到5,餘數一定比除數小。除數是 6，餘數可以是 0、1、2、3、4、5,2
49→甲÷乙=15...3。如果乙=7，甲是多少？（請填數字）,1,,,,,108,甲=商×除數+餘數=15×7+3=105+3=108。【驗算】108÷7=15...3 ✓,3
50→學校有 268 個學生要搭遊覽車。大巴士坐 45 人，中巴士坐 30 人。如果只用大巴士，至少需要幾輛？（請填數字）,2,,,,,6,268÷45=5...43。5 輛坐 225 人，剩 43 人需要再 1 輛。至少 5+1=6 輛大巴士,3
