22→體育課排隊按照「立正、立正、稍息」的規律重複。第 30 個動作是什麼？（請填「立正」或「稍息」）,2,,,,,稍息,【步驟】第一步：規律是 3 個一組：立正(1)立正(2)稍息(3)。第二步：30÷3=10 整除。第三步：整除代表是每組最後一個=稍息 ✓,2
23→聖誕樹燈泡按「紅綠綠藍」的順序重複。一共掛了 50 個燈泡，紅色燈泡有幾個？（請填數字）,2,,,,,13,【步驟】第一步：4 個一組中有 1 個紅色：紅(1)綠(2)綠(3)藍(4)。第二步：50÷4=12...2。第三步：12 組有 12 個紅色。第四步：剩下 2 個依序是「紅、綠」，又多 1 個。紅色共 12+1=13 個,3
24→小花種花：第 1 排種 1 朵，第 2 排種 3 朵，第 3 排種 5 朵，第 4 排種 7 朵。第 8 排種幾朵？（請填數字）,2,,,,,15,【步驟】第一步：找規律 1→3→5→7，每排多 2 朵。第二步：第 5 排=9，第 6 排=11，第 7 排=13，第 8 排=15。【另一種方法】第 n 排=2×n-1。第 8 排=2×8-1=15,2
25→數字塔：第 1 層是 1，第 2 層是 3 和 5，第 3 層是 7、9、11。第 4 層的第一個數字是多少？（請填數字）,2,,,,,13,【步驟】第一步：全部是奇數依序排列：1、3、5、7、9、11...。第二步：前 3 層共 1+2+3=6 個數字，最後一個是 11。第三步：下一個奇數是 11+2=13,3
26→校門口三角旗按「紅黃藍」重複排列。第 37 面旗子是什麼顏色？（請填「紅」、「黃」或「藍」）,2,,,,,紅,【步驟】第一步：3 面一組：紅(1)黃(2)藍(3)。第二步：37÷3=12...1。第三步：餘 1 是每組第 1 個=紅。【驗算】12×3=36，第 37 面=新一組的第 1 面=紅 ✓,2
27→積木排列：第 1 排用 2 塊，第 2 排用 4 塊，第 3 排用 6 塊。第 7 排用幾塊？（請填數字）,2,,,,,14,【步驟】第一步：找規律 2→4→6，每排=排數×2。第二步：第 7 排=7×2=14 塊,2
28→花園磁磚：第 1 排 1 白 2 藍（共 3 塊），第 2 排 2 白 3 藍（共 5 塊），第 3 排 3 白 4 藍（共 7 塊）。第 5 排共幾塊？（請填數字）,2,,,,,11,【步驟】第一步：每排總數 3→5→7，每排多 2 塊。第二步：第 4 排=9。第三步：第 5 排=11。【進階】白色=排數，藍色=排數+1，第 5 排：5+6=11,3
29→教室桌子排成一列。第 1 排 4 張，第 2 排 7 張，第 3 排 10 張。第 6 排有幾張？（請填數字）,2,,,,,19,【步驟】第一步：每排多 3 張：4→7→10→13→16→19。第二步：第 4 排=13，第 5 排=16，第 6 排=19,2
30→花朵排列按照「大大小」的規律重複。第 42 朵花是大的還是小的？（請填「大」或「小」）,2,,,,,小,【步驟】第一步：3 朵一組：大(1)大(2)小(3)。第二步：42÷3=14 整除。第三步：整除代表是每組最後一個=小,2
31→跳繩按照「跳跳蹲」的規律重複。第 51 個動作是什麼？（請填「跳」或「蹲」）,2,,,,,蹲,【步驟】第一步：3 個一組：跳(1)跳(2)蹲(3)。第二步：51÷3=17 整除。第三步：整除代表是每組最後一個=蹲。【驗算】17×3=51 ✓,2
32→小華用棋子排圖案。第 1 個用 3 顆，第 2 個用 5 顆，第 3 個用 9 顆，第 4 個用 15 顆。第 5 個圖案用幾顆？（請填數字）,2,,,,,23,【步驟】第一步：先算每次增加的數量：5-3=2，9-5=4，15-9=6。第二步：增加量是 2→4→6，每次多 2。第三步：下次增加 6+2=8。第四步：第 5 個=15+8=23 顆。【關鍵】「增加量也有規律」的題型，要分兩層來看,3
33→老師出了一組數字：2、5、10、17、26...。下一個數字是多少？（請填數字）,2,,,,,37,【步驟】第一步：算差：5-2=3，10-5=5，17-10=7，26-17=9。第二步：差的規律是 3→5→7→9，每次多 2。第三步：下一個差=9+2=11。第四步：26+11=37,3
34→用牙籤排三角形塔：第 1 層 1 個三角形，第 2 層 3 個，第 3 層 6 個。三角形個數 1、3、6...。第 4 層有幾個三角形？（請填數字）,2,,,,,10,【步驟】第一步：三角形個數 1→3→6→？差是 2→3→？第二步：差每次多 1，下一個差=4。第三步：第 4 層=6+4=10 個三角形,3
35→足球聯賽積分規則：贏得 3 分，平手得 1 分，輸得 0 分。某隊 5 場比賽後積分依序是 3、4、7、7、10。請問這隊第 2 場是贏還是平手？（請填「贏」或「平」）,2,,,,,平,【步驟】第一步：算每場得分差 3→4→7→7→10。差是 1→3→0→3。第二步：差=1 表示平手（+1 分），差=3 表示贏（+3 分），差=0 表示輸（+0 分）。第三步：第 2 場差=1=平手,3
36→數字排列：3、6、12、24、？（請填數字）,1,,,,,48,每次乘以 2（變成 2 倍）。24×2=48,2
37→數字排列：1、1、2、3、5、8、？（請填數字）,1,,,,,13,費波那契數列：前兩個數相加=下一個數。5+8=13,3
38→按照「紅紅藍綠」重複排列。第 100 個是什麼顏色？（請填「紅」、「藍」或「綠」）,2,,,,,綠,4 個一組。100÷4=25 整除。整除=每組最後一個=綠,2
39→數字排列：2、3、5、8、12、17、？（請填數字）,1,,,,,23,差是 1→2→3→4→5→？下一個差=6。17+6=23,3
40→用火柴棒排六邊形。排 1 個要 6 根，排 2 個（共用邊）要 11 根。排 3 個要幾根？（請填數字）,1,,,,,16,每多 1 個六邊形多 5 根（共用一邊省 1 根）。6→11→16,2
41→排列：1、4、2、5、3、6、4、？（請填數字）,1,,,,,7,有兩組規律交替。奇數位置：1→2→3→4（每次+1）。偶數位置：4→5→6→7（每次+1）。第 8 個是偶數位=7,3
42→數字排列：81、27、9、3、？（請填數字）,1,,,,,1,每次除以 3。3÷3=1,2
43→按照「拍拍拍踏踏」重複做動作。做了 47 個動作後，「拍」做了幾次？（請填數字）,2,,,,,29,5 個一組有 3 個「拍」。47÷5=9...2。9 組有 9×3=27 個拍。剩 2 個依序是「拍拍」，多 2 個。共 27+2=29 個拍,3
44→在數字排列 5、8、11、14... 中，第 20 個數字是多少？（請填數字）,2,,,,,62,每次加 3。第 n 個=5+(n-1)×3。第 20 個=5+19×3=5+57=62,3
45→排列：1、2、4、7、11、16、？（請填數字）,1,,,,,22,差是 1→2→3→4→5→？下一個差=6。16+6=22,2
46→用小正方形排 L 形圖案。第 1 個用 3 格，第 2 個用 5 格，第 3 個用 7 格。第 10 個用幾格？（請填數字）,2,,,,,21,每次多 2 格。第 n 個=2n+1。第 10 個=2×10+1=21,2
47→時鐘上 3 點鐘敲 3 下，6 點鐘敲 6 下，12 點鐘敲 12 下。從 1 點到 12 點，時鐘一共敲了幾下？（請填數字）,2,,,,,78,1+2+3+...+12=78。【算法】(1+12)×12÷2=13×6=78,3
48→數字排列：1000、500、250、125、？ 下一個數字是多少？,0,100,62.5,60,50,62.5,每次除以 2（減半）。125÷2=62.5,3
49→排列規律：A1B2C3D4E？ 問號應填什麼？（請填數字）,1,,,,,5,字母和數字交替。字母 A→B→C→D→E。數字 1→2→3→4→5。E 後面接 5,1
50→電梯從 1 樓到 3 樓需要 20 秒。照這個速度，從 1 樓到 7 樓需要幾秒？（請填數字）,2,,,,,60,1 樓到 3 樓走了 2 層（不是 3 層！），每層 10 秒。1 到 7 樓走 6 層：6×10=60 秒。【易錯】不要以為是「3 層 20 秒」算成 7 層≈47 秒,3
