11→一個無蓋的長方體容器，長16公分、寬12公分、高8公分，表面積是幾平方公分？,0,640,768,832,960,640,無蓋容器只有5個面（沒有上面的蓋子）。底面面積＝長×寬＝16×12＝192平方公分，只有1個。前後面面積＝長×高＝16×8＝128平方公分，有2個所以是128×2＝256平方公分。左右面面積＝寬×高＝12×8＝96平方公分，有2個所以是96×2＝192平方公分。表面積＝192＋256＋192＝640平方公分。注意：無蓋所以只有5個面，如果有蓋（6面）就是2×(192＋128＋96)＝2×416＝832平方公分。,2
12→小美要用包裝紙包一個長25公分、寬15公分、高10公分的禮物盒（不重疊），至少需要幾平方公分的包裝紙？,2,1250,1550,1850,2050,1550,包裝紙要包住禮物盒全部6個面，就是求表面積。上下面：長×寬＝25×15＝375平方公分，共2個＝750平方公分。前後面：長×高＝25×10＝250平方公分，共2個＝500平方公分。左右面：寬×高＝15×10＝150平方公分，共2個＝300平方公分。表面積＝750＋500＋300＝1550平方公分。所以至少需要1550平方公分的包裝紙。,2
13→一個正方體的表面積是216平方公分，這個正方體的邊長是幾公分？,0,4,6,8,36,6,正方體表面積＝6×邊長×邊長。已知表面積是216平方公分，所以邊長×邊長＝216÷6＝36平方公分。因為6×6＝36，所以邊長＝6公分。驗算：6×6×6（面）＝6×36＝216平方公分，正確！,2
14→一個正方體的表面積是600平方公分，這個正方體的邊長是幾公分？,1,,,,,10,正方體表面積＝6×邊長×邊長。已知表面積是600平方公分，所以邊長×邊長＝600÷6＝100平方公分。因為10×10＝100，所以邊長＝10公分。驗算：6×10×10＝600平方公分，正確！,2
15→把2個邊長4公分的正方體黏在一起（一個面完全重合），拼成的長方體表面積是幾平方公分？,0,128,160,176,192,160,先算2個正方體的表面積合計：每個正方體表面積＝6×4×4＝96平方公分，2個合計＝96×2＝192平方公分。黏合時，每個正方體各有1個面被遮住，共遮住2個面。被遮住的面積＝2×(4×4)＝32平方公分。拼合後表面積＝192－32＝160平方公分。驗算：拼成長方體長8、寬4、高4公分，表面積＝2×(8×4＋8×4＋4×4)＝2×(32＋32＋16)＝2×80＝160平方公分，答案正確。,2
16→下列哪一個是正方體的展開圖？（A）十字形排列的6個正方形（B）排成一直排的6個正方形（C）排成2排各3個的正方形（D）T字形排列的5個正方形,0,十字形排列的6個正方形,排成一直排的6個正方形,排成2排各3個的正方形,T字形排列的5個正方形,十字形排列的6個正方形,正方體有6個面，展開圖必須有6個正方形。（D）只有5個正方形，數量不夠，不對。（B）6個排成一直排，摺起來會有2個面重疊，不對。（C）排成2×3的長方形，摺起來也會重疊，不對。（A）十字形排列的6個正方形，摺起來剛好可以組成正方體，是正確的展開圖。正方體的展開圖共有11種，十字形是最常見的一種。,2
17→一個無蓋的正方體水箱，邊長25公分，在外面全部塗上防水漆，塗漆面積是幾平方公分？,0,2500,3125,3750,5000,3125,無蓋正方體水箱外面有5個面（沒有上面那個蓋子）。每個面的面積＝邊長×邊長＝25×25＝625平方公分。塗漆面積＝5個面的面積合計＝625×5＝3125平方公分。注意：不是6面，因為無蓋所以只有5面！如果有蓋就是625×6＝3750平方公分。,2
18→長方體木塊長14公分、寬10公分、高6公分，沿著10×6的面從正中間切一刀，切成2塊。兩塊的表面積合計比原來多了幾平方公分？,0,60,84,120,168,120,原長方體表面積＝2×(14×10＋14×6＋10×6)＝2×(140＋84＋60)＝2×284＝568平方公分。切一刀後，多出了2個新的切面，每個切面的面積＝10×6＝60平方公分。多出的面積＝60×2＝120平方公分。所以兩塊的表面積合計＝568＋120＝688平方公分，比原來多了120平方公分。,2
19→小華要做一個無蓋的長方體魚缸，長40公分、寬25公分、高30公分，需要幾平方公分的玻璃？,1,,,,,4900,無蓋魚缸有5個面（沒有上面的蓋子）。底面面積＝長×寬＝40×25＝1000平方公分，只有1個。前後面面積＝長×高＝40×30＝1200平方公分，有2個所以是1200×2＝2400平方公分。左右面面積＝寬×高＝25×30＝750平方公分，有2個所以是750×2＝1500平方公分。需要玻璃面積＝1000＋2400＋1500＝4900平方公分。,2
20→正方體邊長從4公分變成8公分（變成2倍），表面積變成原來的幾倍？,0,2,4,6,8,4,原正方體表面積＝6×4×4＝6×16＝96平方公分。新正方體表面積＝6×8×8＝6×64＝384平方公分。倍數＝384÷96＝4倍。規律：邊長變成n倍，表面積就變成n²倍。邊長變2倍，表面積變成2²＝4倍。注意不要跟體積搞混：體積是變成2³＝8倍！,2
21→把3個邊長5公分的正方體排成一排黏在一起，拼成的長方體表面積是幾平方公分？,0,250,300,350,450,350,先算3個正方體的表面積合計：每個＝6×5×5＝150平方公分，3個合計＝150×3＝450平方公分。3個排成一排有2個接合處，每個接合處遮住2個面，共遮住2×2＝4個面。被遮住的面積＝4×(5×5)＝100平方公分。拼合後表面積＝450－100＝350平方公分。驗算：拼成長方體長15、寬5、高5公分，表面積＝2×(15×5＋15×5＋5×5)＝2×(75＋75＋25)＝2×175＝350平方公分，答案正確。,3
22→一個長方體的長是15公分、寬是10公分。已知表面積是550平方公分，高是幾公分？,1,,,,,5,長方體表面積公式＝2×(長×寬＋長×高＋寬×高)。代入已知數值：550＝2×(15×10＋15×高＋10×高)，先算括號內：550＝2×(150＋15×高＋10×高)，550÷2＝275，所以275＝150＋25×高，25×高＝275－150＝125，高＝125÷25＝5公分。驗算：2×(150＋75＋50)＝2×275＝550平方公分，正確！,3
23→教室一面牆壁長6公尺、高3公尺，牆上有一扇門寬1公尺高2公尺，兩扇窗各寬1.5公尺高1公尺。粉刷這面牆，要粉刷的面積是幾平方公尺？,2,11,13,15,18,13,整面牆的面積＝長×高＝6×3＝18平方公尺。門的面積＝寬×高＝1×2＝2平方公尺。每扇窗的面積＝寬×高＝1.5×1＝1.5平方公尺，2扇窗合計＝1.5×2＝3平方公尺。粉刷面積＝牆的面積－門的面積－窗的面積＝18－2－3＝13平方公尺。記住：粉刷牆壁要扣掉門和窗戶的面積！,3
24→一個正方體邊長8公分，在一個面的正中央挖一個邊長2公分、深3公分的正方形洞（不挖穿）。挖完後的表面積是幾平方公分？,0,384,400,408,420,408,原正方體表面積＝6×8×8＝6×64＝384平方公分。挖洞後的變化：洞口處原本的面積2×2＝4平方公分消失了，但洞底多出一個2×2＝4平方公分的面（兩者互相抵消，面積不變）。洞的四個側壁多出面積＝4個面×(2×3)＝4×6＝24平方公分。所以新表面積＝384－4＋4＋24＝408平方公分，比原來多了24平方公分。,3
25→一個房間長6公尺、寬5公尺、高3公尺，要粉刷四面牆壁和天花板（地板不刷），其中有一扇門寬1公尺高2公尺。粉刷面積是幾平方公尺？,2,84,86,94,96,94,天花板面積＝長×寬＝6×5＝30平方公尺，只有1個。前後牆面積＝長×高＝6×3＝18平方公尺，有2面所以是18×2＝36平方公尺。左右牆面積＝寬×高＝5×3＝15平方公尺，有2面所以是15×2＝30平方公尺。牆壁和天花板合計＝30＋36＋30＝96平方公尺。再扣掉門的面積＝1×2＝2平方公尺。粉刷面積＝96－2＝94平方公尺。,3
26→把4個邊長3公分的正方體排成一排黏在一起，拼成的長方體表面積是幾平方公分？,0,108,126,162,216,162,先算4個正方體的表面積合計：每個＝6×3×3＝54平方公分，4個合計＝54×4＝216平方公分。4個排成一排有3個接合處，每個接合處遮住2個面，共遮住3×2＝6個面。被遮住的面積＝6×(3×3)＝54平方公分。拼合後表面積＝216－54＝162平方公分。驗算：拼成長方體長12、寬3、高3公分，表面積＝2×(12×3＋12×3＋3×3)＝2×(36＋36＋9)＝2×81＝162平方公分，答案正確。,3
27→長方體木塊長20公分、寬12公分、高8公分，沿著12×8的面平均切成4塊。這4塊的表面積合計比原來多了幾平方公分？,2,192,384,576,768,576,原長方體表面積＝2×(20×12＋20×8＋12×8)＝2×(240＋160＋96)＝2×496＝992平方公分。平均切成4塊需要切3刀，每一刀多出2個新的切面，每個切面的面積＝12×8＝96平方公分。3刀共多出面積＝3×2×96＝576平方公分。所以4塊的表面積合計＝992＋576＝1568平方公分，比原來多了576平方公分。,3
28→長方體木塊長18公分、寬10公分、高6公分，全部塗上紅色油漆後，沿著10×6的面從正中間切一刀。兩塊木頭上有紅色油漆的面積合計是幾平方公分？,2,456,576,696,816,696,原長方體先全部塗上紅漆，表面積＝2×(18×10＋18×6＋10×6)＝2×(180＋108＋60)＝2×348＝696平方公分。切一刀後多出2個新的切面（10×6的面），但切面是新露出的木頭，上面沒有紅漆！原本外面的6個面上的紅漆都還在，面積不變。所以兩塊木頭上紅色油漆的面積合計＝原表面積＝696平方公分。這題的陷阱是：切面沒有油漆，不算在紅漆面積裡！,3
29→一個長方體蛋糕長24公分、寬18公分、高10公分，上面和四周都要抹奶油（底部不抹）。需要抹奶油的面積是幾平方公分？,2,1020,1092,1272,1560,1272,底部不抹，所以只有5個面要抹奶油。上面面積＝長×寬＝24×18＝432平方公分，只有1個。前後面面積＝長×高＝24×10＝240平方公分，有2個所以是240×2＝480平方公分。左右面面積＝寬×高＝18×10＝180平方公分，有2個所以是180×2＝360平方公分。抹奶油面積＝432＋480＋360＝1272平方公分。,3
30→一個長方體的長是12公分、寬是8公分。已知表面積是832平方公分，高是幾公分？,0,12,14,16,18,16,長方體表面積公式＝2×(長×寬＋長×高＋寬×高)。代入已知數值：832＝2×(12×8＋12×高＋8×高)，先算括號內：832＝2×(96＋12×高＋8×高)，832÷2＝416，所以416＝96＋20×高，20×高＝416－96＝320，高＝320÷20＝16公分。驗算：2×(96＋192＋128)＝2×416＝832平方公分，正確！,3
