計算 3又1/4＋2又1/3，請化為帶分數回答。,0,5又7/12,5又2/7,6又1/12,5又5/12,5又7/12,帶分數加法可以整數和分數分開計算。整數部分：3＋2＝5。分數部分：1/4＋1/3，分母不同需要通分。找4和3的最小公倍數：4的倍數是4、8、12…，3的倍數是3、6、9、12…，最小公倍數是12。把1/4通分：分子和分母都乘以3，得到3/12。把1/3通分：分子和分母都乘以4，得到4/12。計算：3/12＋4/12＝7/12。合起來就是5又7/12。7和12沒有共同因數，已是最簡分數。,2
計算 4又3/5－1又1/4，請化為帶分數回答。,0,3又7/20,2又2/5,3又1/4,2又7/20,3又7/20,帶分數減法：先算整數部分4－1＝3，再算分數部分3/5－1/4。找5和4的最小公倍數：5的倍數是5、10、15、20…，4的倍數是4、8、12、16、20…，最小公倍數是20。把3/5通分：分子和分母都乘以4，得到12/20。把1/4通分：分子和分母都乘以5，得到5/20。計算：12/20－5/20＝7/20。合起來是3又7/20。7和20沒有共同因數，已是最簡分數。,2
計算 6又1/6－3又3/4，請化為帶分數回答。,1,,,,,2又5/12,帶分數減法：整數部分6－3＝3，分數部分1/6－3/4。找6和4的最小公倍數：6的倍數是6、12…，4的倍數是4、8、12…，最小公倍數是12。把1/6通分：分子和分母都乘以2，得到2/12。把3/4通分：分子和分母都乘以3，得到9/12。2/12－9/12不夠減！要從整數部分借1：整數3變成2，分數部分加上12/12，變成2/12＋12/12＝14/12。計算：14/12－9/12＝5/12。整數部分剩2。所以答案是2又5/12。,2
計算 1/2＋1/3＋1/6，請用最簡分數回答。,0,1,5/6,3/6,7/6,1,三個分數的分母是2、3、6，需要找最小公倍數。2的倍數是2、4、6…，3的倍數是3、6…，6的倍數是6…，最小公倍數是6。把1/2通分：分子和分母都乘以3，得到3/6。把1/3通分：分子和分母都乘以2，得到2/6。1/6的分母已是6，不用變。計算：3/6＋2/6＋1/6＝6/6＝1。有趣的是答案剛好等於1！這說明1/2、1/3和1/6加起來恰好是一個整體。,2
計算 3/4＋1/3－1/6，請用最簡分數回答。,1,,,,,11/12,三個分數的分母是4、3、6，需要找最小公倍數。4的倍數是4、8、12…，3的倍數是3、6、9、12…，6的倍數是6、12…，最小公倍數是12。把3/4通分：分子和分母都乘以3，得到9/12。把1/3通分：分子和分母都乘以4，得到4/12。把1/6通分：分子和分母都乘以2，得到2/12。計算：9/12＋4/12－2/12＝11/12。檢查11和12有沒有公因數：11是質數，12＝2×2×3，沒有共同因數，所以11/12已經是最簡分數。,2
比較 5/8和7/12的大小，哪個比較大？,0,5/8比較大,7/12比較大,一樣大,無法比較,5/8比較大,要比較異分母分數的大小，需要先通分成同分母。找8和12的最小公倍數：8的倍數是8、16、24…，12的倍數是12、24…，最小公倍數是24。把5/8通分：分子和分母都乘以3，得到15/24。把7/12通分：分子和分母都乘以2，得到14/24。現在分母相同了，比較分子：15＞14，所以15/24＞14/24，也就是5/8＞7/12。5/8比較大。,2
比較 4/9和3/7的大小，哪個比較大？,0,4/9比較大,3/7比較大,一樣大,無法比較,4/9比較大,要比較異分母分數的大小，需要先通分成同分母。找9和7的最小公倍數：9的倍數是9、18、27、36、45、54、63…，7的倍數是7、14、21、28、35、42、49、56、63…，最小公倍數是63。把4/9通分：分子和分母都乘以7，得到28/63。把3/7通分：分子和分母都乘以9，得到27/63。現在分母相同了，比較分子：28＞27，所以28/63＞27/63，也就是4/9＞3/7。所以4/9比較大。,2
一條彩帶長7/8公尺，平均剪成4段。每段長多少公尺？請用最簡分數回答。,0,7/32公尺,7/12公尺,7/4公尺,1/8公尺,7/32公尺,分數除以整數：7/8÷4＝7/(8×4)＝7/32。檢查7和32有沒有公因數：7是質數，32＝2×2×2×2×2，沒有共同因數，所以7/32已經是最簡分數。每段長7/32公尺。,2
一杯果汁有2/3公升，倒進3個杯子平均分。每個杯子有多少公升？請用最簡分數回答。,2,2/9公升,1/3公升,2/6公升,1/9公升,2/9公升,將果汁平均分成3份：2/3÷3。分數除以整數的方法：分子不變，分母乘以那個整數。2/3÷3＝2/(3×3)＝2/9。檢查2和9有沒有公因數：2是質數，9＝3×3，沒有共同因數，所以2/9已經是最簡分數。每個杯子有2/9公升。注意：不是2÷3÷3（分子除以3），而是分母要乘以3。,2
小華家離學校3/4公里，他走了2/5公里後休息。他還要走多少公里才能到學校？請用最簡分數回答。,2,7/20公里,1/4公里,3/10公里,1/2公里,7/20公里,還要走的距離＝全程－已走的＝3/4－2/5。找4和5的最小公倍數：4的倍數是4、8、12、16、20…，5的倍數是5、10、15、20…，最小公倍數是20。把3/4通分：分子和分母都乘以5，得到15/20。把2/5通分：分子和分母都乘以4，得到8/20。計算：15/20－8/20＝7/20。檢查7和20有沒有公因數：7是質數，20＝2×2×5，沒有共同因數，所以7/20已經是最簡分數。小華還要走7/20公里。,2
甲水管每小時灌滿水池的1/3，乙水管每小時灌滿水池的1/5。兩管同時開，多少小時可以灌滿水池？請用最簡分數回答。,2,15/8小時,8/15小時,8小時,1又7/8小時,1又7/8小時,兩管同時灌水，每小時共灌：1/3＋1/5。找3和5的最小公倍數：3的倍數是3、6、9、12、15…，5的倍數是5、10、15…，最小公倍數是15。把1/3通分：分子和分母都乘以5，得到5/15。把1/5通分：分子和分母都乘以3，得到3/15。每小時合灌5/15＋3/15＝8/15。灌滿全池需要：1÷(8/15)＝15/8小時。15/8化為帶分數：15÷8＝1餘7，所以是1又7/8小時。注意：不是把時間相加（不是3＋5＝8小時），而是要先算每小時合灌多少，再用全部除以速率求時間。,3
一條繩子，第一次剪掉全長的1/4，第二次剪掉「剩下的」2/3。繩子還剩原來的幾分之幾？請用最簡分數回答。,2,1/4,1/6,1/12,1/2,1/4,第一次剪掉全長的1/4，剩下1－1/4＝3/4。注意第二次是剪掉「剩下的」2/3，不是全長的2/3！「剩下的」是3/4，其中的2/3就是3/4×2/3＝6/12＝1/2。第二次實際剪掉了全長的1/2。繩子還剩：3/4－1/2。找4和2的最小公倍數是4。1/2通分得2/4。計算：3/4－2/4＝1/4。所以繩子還剩原來的1/4。重點：「剩下的幾分之幾」要先算出剩下多少，再乘以比例！,3
小明有一些糖果，吃了全部的1/3，又送給弟弟全部的1/4，還剩下20顆。小明原來有多少顆糖果？,2,36顆,48顆,60顆,80顆,48顆,小明吃了全部的1/3，送了全部的1/4，共用掉：1/3＋1/4。找3和4的最小公倍數：3的倍數是3、6、9、12…，4的倍數是4、8、12…，最小公倍數是12。把1/3通分：分子和分母都乘以4，得到4/12。把1/4通分：分子和分母都乘以3，得到3/12。共用掉4/12＋3/12＝7/12。剩下：1－7/12＝12/12－7/12＝5/12。5/12的量等於20顆。原來全部＝20÷(5/12)＝20×(12/5)＝240/5＝48顆。反向推理：知道剩餘比例和數量，就能求出全部。,3
一桶水用掉全部的2/5後，又加入3/10桶。現在桶裡的水是原來的幾分之幾？請用最簡分數回答。,2,1/2,7/10,9/10,3/5,9/10,原來有1桶水（全部記為1）。用掉全部的2/5後，剩下1－2/5＝5/5－2/5＝3/5。又加入3/10桶，現在有：3/5＋3/10。找5和10的最小公倍數：5的倍數是5、10…，10的倍數是10…，最小公倍數是10。把3/5通分：分子和分母都乘以2，得到6/10。計算：6/10＋3/10＝9/10。所以現在桶裡的水是原來的9/10。注意：加入的3/10是以「原來的一桶」為基準。,3
甲工人每天完成一項工作的1/6，乙工人每天完成這項工作的1/8。兩人合作3天後，還剩幾分之幾的工作沒完成？請用最簡分數回答。,2,1/8,3/8,5/8,7/8,1/8,兩人每天共完成：1/6＋1/8。找6和8的最小公倍數：6的倍數是6、12、18、24…，8的倍數是8、16、24…，最小公倍數是24。把1/6通分：分子和分母都乘以4，得到4/24。把1/8通分：分子和分母都乘以3，得到3/24。每天共完成4/24＋3/24＝7/24。3天共完成：7/24×3＝21/24。21/24的分子分母都可以除以3，約分得到7/8。還剩：1－7/8＝8/8－7/8＝1/8。所以還剩1/8的工作沒完成。,3
一杯牛奶，第一天喝了1/3杯，第二天喝了剩下的1/2，第三天喝了再剩下的2/3。請問三天總共喝了多少杯？請用最簡分數回答。,2,7/9杯,8/9杯,5/6杯,2/3杯,8/9杯,第一天喝了1/3杯，剩下1－1/3＝2/3杯。第二天喝了「剩下的」1/2，就是2/3×1/2＝2/6＝1/3杯。第二天後剩下：2/3－1/3＝1/3杯。第三天喝了「再剩下的」2/3，就是1/3×2/3＝2/9杯。三天總共喝了：1/3＋1/3＋2/9。找3和9的最小公倍數是9。1/3通分得3/9。計算：3/9＋3/9＋2/9＝8/9杯。所以三天總共喝了8/9杯。注意：每次「剩下的」都要先算出實際剩餘量再乘比例。,3
果園收穫了一批蘋果，第一天賣掉全部的1/4，第二天賣掉全部的1/3，第三天賣掉全部的1/6。請問三天共賣掉全部的幾分之幾？剩下幾分之幾？,2,賣掉3/4剩1/4,賣掉2/3剩1/3,賣掉1/2剩1/2,賣掉5/6剩1/6,賣掉3/4剩1/4,三天共賣掉：1/4＋1/3＋1/6。找4、3、6的最小公倍數：4的倍數是4、8、12…，3的倍數是3、6、9、12…，6的倍數是6、12…，最小公倍數是12。把1/4通分：分子和分母都乘以3，得到3/12。把1/3通分：分子和分母都乘以4，得到4/12。把1/6通分：分子和分母都乘以2，得到2/12。計算：3/12＋4/12＋2/12＝9/12。9/12的分子分母都可以除以3，約分得到3/4。剩下：1－3/4＝1/4。所以三天共賣掉全部的3/4，還剩全部的1/4。,3
有一筆獎金共6000元，小明分到全部的1/3，小華分到全部的1/4，其餘給小美。小美分到多少元？,2,2000元,2500元,3000元,1500元,2500元,小明分到全部的1/3，小華分到全部的1/4，兩人共分：1/3＋1/4。找3和4的最小公倍數：3的倍數是3、6、9、12…，4的倍數是4、8、12…，最小公倍數是12。把1/3通分：分子和分母都乘以4，得到4/12。把1/4通分：分子和分母都乘以3，得到3/12。共分掉4/12＋3/12＝7/12。小美分到：1－7/12＝12/12－7/12＝5/12。金額：6000×5/12＝30000/12＝2500元。所以小美分到2500元。驗算：小明2000＋小華1500＋小美2500＝6000元，正確！,3
姐姐有一條緞帶，剪掉1/5公尺後，又剪掉3/10公尺，還剩3/10公尺。這條緞帶原來有多長？請用最簡分數回答。,2,4/5公尺,7/10公尺,1公尺,9/10公尺,4/5公尺,原來的長度＝剪掉的＋剩下的。先算共剪掉多少：1/5＋3/10。找5和10的最小公倍數是10。把1/5通分：分子和分母都乘以2，得到2/10。共剪掉2/10＋3/10＝5/10＝1/2公尺。原來的長度＝剪掉的＋剩下的＝1/2＋3/10。找2和10的最小公倍數是10。把1/2通分：分子和分母都乘以5，得到5/10。計算：5/10＋3/10＝8/10。8/10的分子分母都可以除以2，約分得到4/5。所以這條緞帶原來有4/5公尺。,3
計算 2又5/8－1又1/6＋3/4，請化為帶分數回答。,2,2又5/24,2又1/4,2又7/24,3又1/24,2又5/24,這題有三個數的混合運算。先把帶分數化成假分數：2又5/8＝21/8，1又1/6＝7/6。算式變成21/8－7/6＋3/4。找8、6、4的最小公倍數：8的倍數是8、16、24…，6的倍數是6、12、18、24…，4的倍數是4、8、12、16、20、24…，最小公倍數是24。把21/8通分：分子和分母都乘以3，得到63/24。把7/6通分：分子和分母都乘以4，得到28/24。把3/4通分：分子和分母都乘以6，得到18/24。計算：63/24－28/24＋18/24＝53/24。53/24化為帶分數：53÷24＝2餘5，所以是2又5/24。53和24沒有共同因數，已是最簡分數。,3
