27→超市牛奶每瓶 350 公克。媽媽買了 6 瓶。6 瓶共重幾公克？（請填數字）,2,,,,,2100,【步驟】第一步：350×6=2100 公克=2 公斤 100 公克。超過 2 公斤了,3
28→果汁工廠一天生產 8 公斤果汁。分裝成每瓶 250 公克。一天可以裝幾瓶？（請填數字）,2,,,,,32,【步驟】第一步：8 公斤=8000 公克。第二步：8000÷250=32 瓶。【觀察】如果改成 500 公克一瓶就是 16 瓶，容量變一半瓶數變兩倍,3
29→爸爸體重 78 公斤，媽媽體重 52 公斤，小明體重 28 公斤。三個人共重幾公斤？（請填數字）,2,,,,,158,【步驟】78+52+28=158 公斤。爸爸+媽媽=130，再加小明=158 公斤,1
30→一袋米重 5 公斤。煮飯每次用 800 公克。煮了 4 次後還剩幾公克？（請填數字）,2,,,,,1800,【步驟】第一步：5 公斤=5000 公克。第二步：煮 4 次用了 800×4=3200 公克。第三步：5000-3200=1800 公克=1 公斤 800 公克,2
31→學校運動會訂了 10 箱礦泉水。每箱有 24 瓶，每瓶重 600 公克。一箱礦泉水重幾公克？（請填數字）,2,,,,,14400,【步驟】第一步：一箱=24 瓶×600 公克=14400 公克。第二步：換算 14400÷1000=14 公斤 400 公克,3
32→小花做餅乾。食譜要 300 公克麵粉和 150 公克奶油。她想做 3 倍的量。總共需要幾公克的材料？（請填數字）,2,,,,,1350,【步驟】第一步：麵粉 300×3=900 公克。第二步：奶油 150×3=450 公克。第三步：900+450=1350 公克=1 公斤 350 公克,2
33→菜市場一斤是 600 公克。媽媽買了 3 斤豬肉。豬肉有幾公克？有沒有超過 2 公斤？（請填公克數）,2,,,,,1800,【步驟】第一步：3 斤=600×3=1800 公克。第二步：1800 公克=1 公斤 800 公克。第三步：1800<2000，沒有超過 2 公斤,2
34→兩個包裹。A 包裹 2 公斤 700 公克，B 包裹 1 公斤 800 公克。兩個包裹差幾公克？（請填數字）,2,,,,,900,【步驟】第一步：A=2700 公克。第二步：B=1800 公克。第三步：2700-1800=900 公克,2
35→一個大蛋糕重 3 公斤。平均切成 6 塊。每塊蛋糕重幾公克？（請填數字）,2,,,,,500,【步驟】第一步：3 公斤=3000 公克。第二步：3000÷6=500 公克。每塊蛋糕重 500 公克,2
36→下面哪個最輕？,0,3公斤,2800公克,3公斤100公克,2公斤950公克,2800公克,換算成公克：3000、2800、3100、2950。2800 最小=最輕,1
37→8 公斤 750 公克等於幾公克？（請填數字）,1,,,,,8750,8 公斤=8000 公克。8000+750=8750 公克,1
38→甲箱 3 公斤 200 公克，乙箱 4 公斤 800 公克。兩箱合起來幾公克？（請填數字）,1,,,,,8000,3200+4800=8000 公克=8 公斤,2
39→一箱牛奶有 12 瓶，每瓶 330 公克。這箱牛奶共重幾公克？（請填數字）,2,,,,,3960,330×12=3960 公克=3 公斤 960 公克,2
40→學校訂了 15 公斤的黏土。每個學生分到 250 公克。最多可以分給幾個學生？（請填數字）,2,,,,,60,15 公斤=15000 公克。15000÷250=60 個學生,2
41→小明買了 3 包餅乾（每包 450 公克）和 2 瓶果汁（每瓶 600 公克）。總共幾公克？（請填數字）,2,,,,,2550,餅乾=450×3=1350。果汁=600×2=1200。合計=1350+1200=2550 公克,2
42→一袋糖 2 公斤 500 公克。做一個蛋糕要 400 公克糖。最多可以做幾個蛋糕？（請填數字）,2,,,,,6,2500÷400=6...100。最多做 6 個蛋糕，剩 100 公克糖,2
43→水果行進貨：蘋果 8 公斤 500 公克、橘子 6 公斤 300 公克、香蕉 4 公斤 200 公克。總共進了幾公斤幾公克？請填總公克數。（請填數字）,2,,,,,19000,8500+6300+4200=19000 公克=19 公斤,3
44→爸爸帶了 10 公斤的行李箱。再放入 2 件衣服（每件 350 公克）和 1 雙鞋（800 公克）。行李箱現在幾公克？（請填數字）,2,,,,,11500,10000+350×2+800=10000+700+800=11500 公克=11 公斤 500 公克,2
45→超市限重 20 公斤以內免費送貨。媽媽買了：米 5 公斤、油 3 公斤 500 公克、洗衣精 4 公斤 200 公克、飲料 6 瓶（每瓶 1 公斤）。能免費送貨嗎？總重幾公克？（請填數字）,2,,,,,18700,5000+3500+4200+6000=18700 公克=18 公斤 700 公克<20 公斤。可以免費送貨！,3
46→工廠每天生產 25 公斤的糖果。每包裝 125 公克。一天可以裝幾包？（請填數字）,2,,,,,200,25 公斤=25000 公克。25000÷125=200 包,3
47→A 物品重 1 公斤 850 公克，B 物品比 A 重 750 公克，C 物品是 B 的一半重。C 物品重幾公克？（請填數字）,2,,,,,1300,A=1850 公克。B=1850+750=2600 公克。C=2600÷2=1300 公克,3
48→兩袋米。第一袋 7 公斤 300 公克，第二袋比第一袋輕 1 公斤 800 公克。第二袋重幾公克？（請填數字）,1,,,,,5500,7300-1800=5500 公克=5 公斤 500 公克,2
49→一盒雞蛋 10 顆共重 650 公克。盒子本身重 50 公克。每顆雞蛋大約重幾公克？（請填數字）,2,,,,,60,雞蛋總重=650-50=600 公克。每顆=600÷10=60 公克,2
50→阿嬤煮湯。鍋子空重 2 公斤 300 公克，放入 3 公斤 500 公克的水和 1 公斤 200 公克的食材。鍋子連內容物總共幾公克？（請填數字）,2,,,,,7000,2300+3500+1200=7000 公克=7 公斤整,2
