一個長方體的體積是480立方公分，長是12公分、寬是8公分，請問高是幾公分？,0,3,4,5,6,5,長方體的體積＝長×寬×高，所以高＝體積÷（長×寬）。先算底面積：12×8＝96平方公分。再算高：480÷96＝5公分。驗算：12×8×5＝480，正確。所以這個長方體的高是5公分。,2
把2.5立方公尺換算成立方公分，請問是幾立方公分？,1,,,,,2500000,1立方公尺＝1000000立方公分（因為100×100×100＝1000000）。所以2.5立方公尺＝2.5×1000000＝2500000立方公分。換算的關鍵是記住立方單位要乘三次100，不是只乘一次。,2
一個水箱內部長50公分、寬40公分、高30公分。水深20公分。放入一顆石頭後，水面上升到23公分。請問石頭的體積是幾立方公分？,2,3000,6000,4500,60000,6000,這題使用「排水法」：物體放入水中，水面上升的體積就等於物體的體積。為什麼呢？因為石頭佔了水箱裡的空間，水被擠上去了。水面從20公分升到23公分，上升了23－20＝3公分。石頭的體積＝水箱底面積×水面上升高度＝50×40×3，先算50×40＝2000，再算2000×3＝6000立方公分。注意水箱高度30公分是多餘的資訊，不需要用到。,2
一個L形積木可以拆成兩個長方體：下面那塊長10公分、寬6公分、高4公分；上面那塊長4公分、寬6公分、高5公分。請問這個L形積木的總體積是幾立方公分？,0,240,120,360,480,360,遇到不規則形體（像L形），我們要把它拆成幾個長方體，分別算體積再加起來。下面那塊的體積＝10×6×4，先算10×6＝60，再算60×4＝240立方公分。上面那塊的體積＝4×6×5，先算4×6＝24，再算24×5＝120立方公分。總體積＝240＋120＝360立方公分。,2
容器A的內部尺寸是長25公分、寬20公分、高12公分，裝滿水後全部倒入內部底面積為500平方公分的容器B。請問容器B裡的水深是幾公分？,2,10,12,15,6,12,水從A倒到B，水的體積不會改變。先算容器A裝滿水的體積：25×20×12，先算25×20＝500，再算500×12＝6000立方公分。容器B的底面積是500平方公分。水深＝水的體積÷底面積＝6000÷500＝12公分。所以容器B裡的水深是12公分。,2
長方體的長是12公分、寬是10公分、高是5公分。如果把高變成3倍（其他邊不變），新的體積是原來的幾倍？,0,2,3,6,9,3,原來的體積＝12×10×5＝600立方公分。高變成3倍後，新的高＝5×3＝15公分，長和寬不變。新體積＝12×10×15＝1800立方公分。新體積÷原體積＝1800÷600＝3倍。規律：只有一個邊變成n倍，體積就變成n倍。因為體積公式中那個邊只出現一次，所以乘n就變n倍。,2
工人要挖一個游泳池，長5公尺、寬3公尺、深2公尺。挖出的土用卡車運走，每車最多裝3立方公尺。請問至少要運幾車？,2,10,9,11,30,10,先算要挖出的土的體積：5×3×2＝30立方公尺。每車裝3立方公尺，需要30÷3＝10車。因為剛好整除，答案就是10車。如果不能整除（例如31÷3＝10餘1），就要「進位」算11車，因為剩下的土也需要一車來運，不能只運一半。,2
一個長方體水箱內部長40公分、寬25公分，裡面有15公升的水。請問水深是幾公分？（1公升＝1000立方公分）,1,,,,,15,先把水量換算成立方公分：15公升＝15×1000＝15000立方公分。水箱底面積＝40×25＝1000平方公分。水深＝水的體積÷底面積＝15000÷1000＝15公分。所以水深是15公分。關鍵是記住1公升＝1000立方公分這個換算關係。,2
一個正方體內部邊長12公分的容器，裡面放了一根底面積為24平方公分、高12公分的柱子。請問要注滿水需要幾立方公分的水？,0,1440,1728,288,1500,1440,容器的總內部空間＝12×12×12＝1728立方公分。柱子佔的空間＝底面積×高＝24×12＝288立方公分。柱子佔據了容器裡的一部分空間，水只能填入剩下的空間。需要的水量＝1728－288＝1440立方公分。所以需要1440立方公分的水才能注滿。,2
一個長方體魚缸內部長50公分、寬30公分、高35公分，裝了36公升的水。請問水深是幾公分？（1公升＝1000立方公分）,0,20,24,30,36,24,先把水量換算成立方公分：36公升＝36×1000＝36000立方公分。魚缸底面積＝50×30＝1500平方公分。水深＝水的體積÷底面積＝36000÷1500＝24公分。魚缸高度是35公分，24＜35，水不會溢出。所以水深是24公分。,2
125個邊長2公分的小正方體堆成一個大正方體，請問大正方體的邊長是幾公分？,0,10,8,12,6,10,先算大正方體的體積：每個小正方體的體積＝2×2×2＝8立方公分。125個小正方體的總體積＝125×8＝1000立方公分。大正方體的邊長×邊長×邊長＝1000。嘗試10×10×10＝1000，正確！所以大正方體的邊長是10公分。也可以這樣想：每邊排5個小正方體（因為5×5×5＝125），每個邊長2公分，所以大正方體邊長＝5×2＝10公分。,3
一個有蓋的長方體容器，外部尺寸是長22公分、寬17公分、高12公分，容器壁厚1公分。請問這個容器的容積是幾立方公分？,2,2000,3300,4488,3000,3000,容積是指容器「內部空間」的大小。因為有蓋子，六面都有壁。內部的長＝22－1－1＝20公分（左右各減壁厚1公分）。內部的寬＝17－1－1＝15公分（前後各減壁厚1公分）。內部的高＝12－1－1＝10公分（上下各減壁厚1公分）。容積＝20×15×10，先算20×15＝300，再算300×10＝3000立方公分。常見錯誤是忘記蓋子也有厚度，把高只減1公分算成11公分，得到20×15×11＝3300立方公分，這就錯了。有蓋容器的高要上下各減壁厚。,3
底面積300平方公分的容器，水深8公分。每分鐘注入600立方公分的水。要讓水深從8公分升到18公分，需要幾分鐘？,2,3,5,9,15,5,注意：水不是從0公分開始的，而是從8公分升到18公分，水要上升18－8＝10公分。需要注入的水量＝底面積×上升高度＝300×10＝3000立方公分。每分鐘注入600立方公分，所以需要3000÷600＝5分鐘。常見錯誤是用18公分去算：300×18＝5400，5400÷600＝9分鐘，這就錯了，因為忽略了原本已經有8公分深的水。,3
一個長方體鐵塊長12公分、寬10公分、高5公分，完全放入一個內部長30公分、寬25公分的長方體水箱中。請問水面會上升幾公分？,1,,,,,0.8,用排水法的原理：鐵塊放入水中，水面上升的體積等於鐵塊的體積。先算鐵塊體積：12×10×5，先算12×10＝120，再算120×5＝600立方公分。水箱底面積＝30×25＝750平方公分。水面上升高度＝鐵塊體積÷水箱底面積＝600÷750＝0.8公分。答案是小數也沒關係，不要誤以為一定是整數。,3
正方體的邊長變成原來的3倍，新的體積是原來的幾倍？,0,3,9,27,6,27,設原來邊長為a，原體積＝a×a×a。邊長變3倍後，新邊長＝3a。新體積＝3a×3a×3a＝27×a×a×a＝27倍原體積。所以體積變成原來的27倍。規律：正方體邊長變成n倍，體積就變成n×n×n倍。邊長變3倍，體積就變3×3×3＝27倍。常見錯誤是以為體積也只變3倍，但體積是三維的，三個方向都放大了。,3
搬家紙箱長50公分、寬40公分、高30公分。貨車車廂內部長250公分、寬160公分、高150公分。請問最多可以放幾個紙箱？,2,80,96,100,200,100,要逐一看每個方向能放幾個，再相乘。長的方向：250÷50＝5個。寬的方向：160÷40＝4個。高的方向：150÷30＝5個。最多可以放5×4×5＝100個。注意：不能用「貨車總體積÷紙箱體積」來算。因為如果某個方向除不盡，剩餘空間無法放完整紙箱。這題剛好整除，但考試一定要用「各方向分開除」的方法。,3
一個凹字形的積木，可以看成一個大長方體中間挖掉一個小長方體。大長方體長14公分、寬8公分、高6公分。中間挖掉的部分長6公分、寬4公分、高6公分（貫穿上下）。請問凹字形積木的體積是幾立方公分？,2,672,528,480,576,528,遇到凹形（挖掉一部分）的形體，用「大的體積減掉挖掉的部分」。大長方體的體積＝14×8×6，先算14×8＝112，再算112×6＝672立方公分。挖掉部分的體積＝6×4×6，先算6×4＝24，再算24×6＝144立方公分。凹字形體積＝672－144＝528立方公分。,3
一個長方體水箱內部長60公分、寬40公分、高50公分，裡面裝了96公升的水。請問水深是幾公分？（1公升＝1000立方公分）,2,40,48,50,溢出,40,先換算水量：96公升＝96×1000＝96000立方公分。水箱底面積＝60×40＝2400平方公分。水深＝96000÷2400＝40公分。水箱的高度是50公分，而水深40公分＜50公分，所以水不會溢出。這是一個陷阱題，有些人看到數字很大會以為溢出。但其實要算出來才知道，40＜50，不會溢出，水深就是40公分。,3
一塊長方體蛋糕長24公分、寬18公分、高10公分。小明沿著長的方向切一刀、沿著寬的方向切一刀，把蛋糕分成4塊。請問這4塊蛋糕的體積加起來是幾立方公分？,0,2160,3240,4320,8640,4320,體積具有「守恆性」：不管怎麼切，切幾刀，材料沒有增加也沒有減少，所以總體積不會改變。原來蛋糕的體積＝24×18×10，先算24×18＝432，再算432×10＝4320立方公分。切成4塊後，4塊加起來仍然是4320立方公分。切開只改變了形狀和數量，沒有改變總體積。注意：切開後「表面積」會增加（多了切面），但「體積」不變。,3
一個無蓋的長方體水箱，外部尺寸是長32公分、寬22公分、高16公分，壁厚1公分。請問這個水箱的容積是幾立方公分？,2,7200,9000,11264,4500,9000,容積是指容器「內部空間」的大小。因為是無蓋容器，上面沒有蓋子。內部的長＝32－1－1＝30公分（左右各減壁厚1公分）。內部的寬＝22－1－1＝20公分（前後各減壁厚1公分）。內部的高＝16－1＝15公分（只減底部壁厚1公分，上面沒蓋子所以不用減）。容積＝30×20×15，先算30×20＝600，再算600×15＝9000立方公分。常見錯誤是把高也減兩次（上下各減1），那就變成14公分，算出8400，就錯了。無蓋容器的高只減底部的壁厚。,3
