12→全班有48位同學。其中3/4的人報名參加校外教學，報名的同學中有2/3的人選擇坐遊覽車，其餘的人選擇坐火車。請問選擇坐火車的有幾位同學？（答案填整數）,1,,,,,12,【第一步】算報名校外教學的人數。48×3/4＝(48×3)÷4＝144÷4＝36位。【第二步】算選擇坐遊覽車的人數。36×2/3＝(36×2)÷3＝72÷3＝24位。【第三步】算選擇坐火車的人數。報名的36位中，坐遊覽車的有24位，其餘坐火車。坐火車＝36－24＝12位。也可以這樣想：坐火車的佔報名人數的1－2/3＝1/3，36×1/3＝12位。注意：坐火車的是「報名的人中」選擇坐火車的，不是全班的1/3。,3
13→小美有240元零用錢。她花了全部的1/3買文具，又花了「全部」的1/4買飲料。小美的姐姐給了她30元，但這30元是之後才拿到的。請問在姐姐給錢之前，小美還剩下多少元？（答案填整數）,1,,,,,100,【解題關鍵】姐姐給的30元是「之後才拿到的」，所以計算剩餘金額時不能加上去。【第一步】算買文具花了多少。花了「全部」的1/3，基準是全部240元。240×1/3＝80元。【第二步】算買飲料花了多少。花了「全部」的1/4，基準還是全部240元（兩次都是「全部的」）。240×1/4＝60元。【第三步】算花掉的總金額。80＋60＝140元。【第四步】算剩餘。240－140＝100元。注意：兩次都是「全部的幾分之幾」，基準都是原來的240元。如果第二次寫的是「剩下的1/4」，基準就會變成剩下的160元，答案就不同了。,3
14→一條繩子長2又2/5公尺。小華剪了全部的5/6做成跳繩。小華的書包重3.5公斤，跟這題無關。請問小華剪了幾公尺的繩子？（答案填整數）,1,,,,,2,【解題關鍵】書包重量是干擾條件，完全不需要。【第一步】把帶分數化為假分數。2又2/5＝(2×5＋2)/5＝12/5。【第二步】算剪了多少。12/5×5/6，先約分：分子的5和分母的5約掉，分子的12和分母的6約掉（都除以6），得到2/1×1/1＝2。也可以直接算：(12×5)/(5×6)＝60/30＝2公尺。驗算：2又2/5公尺的5/6＝12/5×5/6＝2公尺，正確。所以小華剪了2公尺。,3
15→圖書館共有600本書。其中2/5是故事書，故事書中有3/4適合中年級閱讀，適合中年級的故事書中有1/3是今年新進的。另外圖書館每天開放8小時，這和計算無關。請問今年新進的適合中年級故事書有幾本？（答案填整數）,1,,,,,60,【解題關鍵】開放時間是干擾條件。【第一步】算故事書有幾本。600×2/5＝(600×2)÷5＝1200÷5＝240本。【第二步】算適合中年級閱讀的故事書有幾本。240×3/4＝(240×3)÷4＝720÷4＝180本。【第三步】算今年新進的有幾本。180×1/3＝180÷3＝60本。驗算：600×2/5×3/4×1/3，先約分：分子2和分母4約掉得1和2，分子3和分母3約掉，變成600×1/2×1/1×1/5... 不對，直接逐步算比較清楚。600→240→180→60本。,3
16→小明存了一筆零用錢。他先花了全部的2/7買模型飛機，再花了「剩下的」3/5買漫畫書。小明發現他花掉的金額加起來剛好等於存款的幾分之幾？（答案用最簡分數表示，例如 3/4）,1,,,,,5/7,【第一步】算買模型飛機花了全部的多少。模型飛機＝全部的2/7。【第二步】算剩下多少。剩下＝1－2/7＝5/7。【第三步】算買漫畫花了全部的多少。漫畫花了「剩下的3/5」，基準是剩下的5/7。佔全部的比例＝5/7×3/5，分子5和分母5約掉，得3/7。漫畫＝全部的3/7。【第四步】算總共花了全部的多少。花掉的比例＝模型＋漫畫＝2/7＋3/7＝5/7。所以小明花掉了全部存款的5/7。注意：漫畫是「剩下的3/5」，要先算出佔全部的比例再相加。,3
17→農場養了360隻雞。其中1/4是公雞，其餘都是母雞。母雞中有2/3正在下蛋。農場每天消耗50公斤飼料，但這跟算雞的數量無關。請問正在下蛋的母雞有幾隻？（答案填整數）,1,,,,,180,【解題關鍵】飼料消耗是干擾條件。【第一步】算公雞有幾隻。360×1/4＝90隻。【第二步】算母雞有幾隻。母雞＝全部－公雞＝360－90＝270隻。注意：不能用360×2/3來算，因為母雞是「其餘」的，佔3/4（＝1－1/4），不是2/3。360×3/4＝270隻，和360－90的答案一樣。【第三步】算正在下蛋的母雞。270×2/3＝(270×2)÷3＝540÷3＝180隻。所以正在下蛋的母雞有180隻。,3
18→一塊蛋糕平均切成12份。媽媽吃了3份，爸爸吃了媽媽所吃份數的2/3，小明吃了爸爸所吃份數的1/2。請問蛋糕還剩下幾份？（答案填整數）,1,,,,,6,【第一步】媽媽吃了3份。【第二步】算爸爸吃了幾份。爸爸吃了「媽媽所吃份數的2/3」，基準是媽媽的3份。3×2/3＝2份。【第三步】算小明吃了幾份。小明吃了「爸爸所吃份數的1/2」，基準是爸爸的2份。2×1/2＝1份。【第四步】算總共吃了幾份。3＋2＋1＝6份。【第五步】算剩下幾份。12－6＝6份。注意：每個人的基準都不同，媽媽是直接給份數，爸爸是「媽媽的2/3」，小明是「爸爸的1/2」，要一層一層算。,3
19→果園面積是3/4公頃。其中2/3種了蘋果樹，蘋果園中有4/5已經結果了。果園旁邊有一條3公尺寬的灌溉水渠，但不屬於果園面積。請問已經結果的蘋果園面積是幾公頃？（答案用最簡分數表示，例如 3/4）,1,,,,,2/5,【解題關鍵】灌溉水渠不屬於果園面積，是干擾條件。【第一步】算蘋果園面積。3/4×2/3，先約分：分子3和分母3約掉，變成1/4×2/1＝2/4＝1/2公頃。【第二步】算已結果的面積。1/2×4/5＝(1×4)/(2×5)＝4/10＝2/5公頃。也可以三個分數連乘：3/4×2/3×4/5＝(3×2×4)/(4×3×5)＝24/60。約分：24和60的最大公因數是12，24÷12＝2，60÷12＝5，所以24/60＝2/5公頃。,3
20→小華做了一個蛋糕。先切了全部的1/3給媽媽，再切了「剩下的」1/2給爸爸，最後切了「再剩下的」1/2給妹妹。請問妹妹拿到了全部蛋糕的幾分之幾？（答案用最簡分數表示，例如 3/4）,1,,,,,1/6,【第一步】給媽媽後剩下多少。給了1/3，剩下1－1/3＝2/3。【第二步】給爸爸後剩下多少。爸爸拿走「剩下的1/2」，爸爸拿了2/3×1/2＝2/6＝1/3。給爸爸後剩下：2/3－1/3＝1/3。【第三步】給妹妹多少。妹妹拿走「再剩下的1/2」，妹妹拿了1/3×1/2＝1/6。所以妹妹拿到全部蛋糕的1/6。注意：每一次「剩下的」基準都在改變。全部→2/3→1/3→1/6。驗算：媽媽1/3＋爸爸1/3＋妹妹1/6＝2/6＋2/6＋1/6＝5/6，自己還剩1/6，加起來＝1，正確。,3
21→小美家的魚缸（內部長50公分、寬30公分、高40公分）目前水深20公分。她往魚缸注入22.5公升的水。魚缸旁邊放了一包500公克的魚飼料，跟水量計算無關。請問注水後魚缸裡的水深是幾公分？（1公升＝1000毫升＝1000立方公分，答案填整數）,1,,,,,35,【解題關鍵】魚飼料是干擾條件。【第一步】算原來的水量。底面積＝50×30＝1500平方公分。原水量＝1500×20＝30000立方公分。【第二步】換算注入的水量。22.5公升＝22500毫升＝22500立方公分（因為1公升＝1000毫升＝1000立方公分）。【第三步】算注水後總水量。30000＋22500＝52500立方公分。【第四步】算新水深。水深＝總水量÷底面積＝52500÷1500＝35公分。【第五步】檢查是否溢出。35公分＜40公分（魚缸高度），不會溢出。所以注水後水深是35公分。,3
22→水龍頭每分鐘注入1200毫升的水到一個空的長方體容器，同時排水管每分鐘排出700毫升的水。容器的內部長40公分、寬25公分、高24公分。隔壁的水龍頭每分鐘流2公升，但那是另一個水槽的，跟這題無關。請問幾分鐘後這個容器會裝滿？（答案填整數）,1,,,,,48,【解題關鍵】隔壁水龍頭是干擾條件。【第一步】算容器的容積。容積＝40×25×24＝24000立方公分。因為1毫升＝1立方公分，所以容積＝24000毫升。【第二步】算每分鐘的「淨注入量」。因為一邊進水一邊排水，淨注入量＝注入量－排出量＝1200－700＝500毫升/分鐘。【第三步】算裝滿需要多少分鐘。時間＝容積÷淨注入量＝24000÷500＝48分鐘。所以48分鐘後容器會裝滿。注意：不能只用注入量算（24000÷1200＝20分鐘），因為同時有排水。,3
23→媽媽買了一大瓶5公升的沙拉油。她每天炒菜用75毫升。今天是星期一，請問這瓶沙拉油最多可以用到星期幾？（答案填可以用幾天的整數天數，不足一天不算）,1,,,,,66,【第一步】換算單位。5公升＝5000毫升。【第二步】算最多可以用幾天。5000÷75＝66.666...天。因為不足一天不算，所以最多可以用66天（用「無條件捨去」法）。驗算：66×75＝4950毫升＜5000毫升，第66天用完後還剩50毫升。第67天需要75毫升但只剩50毫升，不夠一天的量。注意：這裡用的是捨去法（只算完整天數），和之前「至少需要幾車」的進位法剛好相反。,3
24→一個無蓋長方體水箱，外部長44公分、寬34公分、高22公分，壁厚和底部厚度都是2公分。把水箱裝滿水後，全部倒入另一個內部底面積為800平方公分的空容器。請問水在新容器中深幾公分？（答案填整數）,1,,,,,30,【第一步】算水箱的內部尺寸。內部長＝44－2－2＝40公分。內部寬＝34－2－2＝30公分。內部高＝22－2＝20公分（無蓋只扣底部厚度）。【第二步】算水箱裝滿水的水量。水量＝40×30×20＝24000立方公分。【第三步】算倒入新容器後的水深。水深＝水量÷底面積＝24000÷800＝30公分。所以水在新容器中深30公分。注意：要先算出無蓋水箱的實際容積（用內部尺寸），再用水量÷新容器底面積。,3
25→小華有一個長方體水壺（內部長10公分、寬8公分、高15公分），裝滿了水。他把水分裝到容量500毫升的小瓶子裡，每瓶都裝滿。請問可以裝滿幾瓶？還會剩下幾毫升？（答案只填可以裝滿的瓶數）,1,,,,,2,【第一步】算水壺裝滿水的水量。水量＝10×8×15＝1200立方公分＝1200毫升（因為1立方公分＝1毫升）。【第二步】算可以裝滿幾瓶。1200÷500＝2.4瓶。因為每瓶要「裝滿」，所以只能裝滿2瓶（用無條件捨去法）。剩餘的水＝1200－2×500＝1200－1000＝200毫升。所以可以裝滿2瓶，還剩200毫升的水。,3
26→甲容器（內部長40公分、寬25公分、高30公分）裝了15公升的水。乙容器（內部長30公分、寬20公分、高25公分）裝了8公升的水。現在把甲容器的水全部倒入乙容器。請問溢出多少毫升？（如果不會溢出填0）,1,,,,,8000,【第一步】算乙容器的容積。容積＝30×20×25＝15000立方公分＝15000毫升＝15公升。【第二步】算倒入後的總水量。甲的水15公升＋乙的水8公升＝23公升＝23000毫升。【第三步】比較總水量和乙容器容積。23000毫升＞15000毫升，所以水會溢出。【第四步】算溢出多少。溢出量＝23000－15000＝8000毫升。所以會溢出8000毫升（＝8公升）的水。倒水後乙容器會完全裝滿，水深等於容器高度25公分。,3
27→學校飲水機的水桶容量是20公升。每位同學每次裝水約200毫升，一天平均有25位同學各裝2次。管理員每天早上換一桶新的水。請問一桶水可以用幾天？（答案填整數，不足一天不算）,1,,,,,2,【第一步】算每天用掉多少水。每天用水量＝25位×2次×200毫升＝10000毫升＝10公升。【第二步】算一桶水可以用幾天。20公升÷10公升/天＝2天。剛好整除，所以一桶水恰好可以用2天。注意：題目說「管理員每天早上換一桶新的水」，但這只是背景描述，實際要算的是一桶水的使用天數。,3
28→一個長方體水池，內部長120公分、寬60公分、高50公分，水深30公分。往水池中直立放入一根底面積1200平方公分、高50公分的柱子（放在池底）。柱子的頂部和水池一樣高。請問放入柱子後水深變成幾公分？（答案填整數）,1,,,,,36,【解題關鍵】柱子很高（50公分），放入後水不會淹過柱子頂部，水只能在柱子周圍上升。【第一步】算原來的水量。水池底面積＝120×60＝7200平方公分。水量＝7200×30＝216000立方公分。【第二步】算放入柱子後水可以佔據的底面積。柱子佔了1200平方公分，水只能在剩餘的底面積上升。剩餘底面積＝7200－1200＝6000平方公分。【第三步】設新水深為h公分。因為水量不變：6000×h＝216000。h＝216000÷6000＝36公分。【第四步】檢查：36公分＜50公分（柱子高度），水面確實在柱子以下，計算合理。36公分＜50公分（水池高度），不會溢出。所以水深變成36公分。,3
29→容器A（內部長35公分、寬20公分、高18公分）裝滿了水。容器B（內部長40公分、寬25公分、高10公分）是空的。把A的水倒入B，B裝滿後停止。請問A容器裡還剩多少毫升的水？,1,,,,,2600,【第一步】算容器A裝滿水的水量。A的水量＝35×20×18＝12600立方公分＝12600毫升。【第二步】算容器B的容積。B的容積＝40×25×10＝10000立方公分＝10000毫升。【第三步】把A的水倒入B，B裝滿後就停止。倒入B的水量＝10000毫升。【第四步】算A容器裡還剩多少水。剩餘＝12600－10000＝2600毫升。所以A容器裡還剩2600毫升的水。,3
30→一個長方體水箱（內部長48公分、寬36公分、高25公分），水深18公分。把3個完全相同的長方體鐵塊（每個長12公分、寬6公分、高8公分）全部沉入水中。旁邊還有2個同樣的鐵塊，但沒有放入水中。請問放入3個鐵塊後水深是幾公分？（答案填整數）,1,,,,,19,【解題關鍵】旁邊的2個鐵塊沒有放入水中，是干擾條件。【第一步】算每個鐵塊的體積。每個鐵塊體積＝12×6×8＝576立方公分。【第二步】算3個鐵塊的總體積。3個鐵塊＝576×3＝1728立方公分。【第三步】算水箱的底面積。底面積＝48×36＝1728平方公分。【第四步】算水面上升高度。上升高度＝鐵塊總體積÷底面積＝1728÷1728＝1公分。（巧合：3個鐵塊的總體積剛好等於底面積的數值！）【第五步】算新水深。新水深＝18＋1＝19公分。19＜25（水箱高度），不溢出。所以水深變成19公分。,3
31→一條緞帶每公尺售價12.5元。小美買了3.6公尺的緞帶，付了一張100元鈔票。店員還推薦了一款每公尺18元的緞帶，但小美沒有買。請問店員應該找回小美多少元？（答案填整數）,1,,,,,55,【解題關鍵】每公尺18元的緞帶是干擾條件，小美沒有買。【第一步】算緞帶的總價。12.5×3.6，用先忽略小數點的方法：125×36＝4500。12.5有1位小數，3.6有1位小數，合計2位小數。把4500的小數點往左移2位，得到45.00＝45元。【第二步】算找零。找零＝100－45＝55元。驗算：12.5×3＝37.5元，12.5×0.6＝7.5元，37.5＋7.5＝45元，100－45＝55元。所以應該找回55元。,3
32→一塊長方形菜園，長12.5公尺、寬8.4公尺。菜園的四周用竹籬笆圍起來，但面積計算不需要用到周長。請問菜園的面積是多少平方公尺？（答案填整數）,1,,,,,105,【解題關鍵】周長和竹籬笆是干擾條件。【第一步】算長方形面積。面積＝長×寬＝12.5×8.4。用先忽略小數點的方法：125×84。拆開算：125×80＝10000，125×4＝500，10000＋500＝10500。12.5有1位小數，8.4有1位小數，合計2位小數。把10500的小數點往左移2位，得到105.00＝105平方公尺。所以菜園面積是105平方公尺。,3
33→媽媽到市場買了1.2公斤的蘋果（每公斤85元）和0.8公斤的葡萄（每公斤120元）。老闆送了她一顆芭樂，不用錢。請問媽媽買水果總共花了多少元？（答案填整數）,1,,,,,198,【解題關鍵】芭樂是老闆送的，不用錢，是干擾條件。【第一步】算蘋果的價格。1.2×85，用拆開算的方法：1×85＝85元，0.2×85＝17元，85＋17＝102元。【第二步】算葡萄的價格。0.8×120，用拆開算的方法：1×120＝120元，但只買0.8公斤，所以0.8×120＝96元。也可以這樣算：8×120＝960，小數1位，所以是96元。【第三步】算總花費。102＋96＝198元。所以媽媽總共花了198元。,3
34→教室地板要鋪正方形磁磚，每塊磁磚的邊長是0.25公尺。教室的地板長4公尺、寬3公尺。教室的天花板高3.5公尺，但鋪地板不需要考慮高度。請問至少需要幾塊磁磚？（答案填整數）,1,,,,,192,【解題關鍵】天花板高度是干擾條件。【第一步】算長的方向需要幾塊。4÷0.25＝16塊。【第二步】算寬的方向需要幾塊。3÷0.25＝12塊。【第三步】算總共需要幾塊。16×12＝192塊。另一種算法：每塊磁磚面積＝0.25×0.25＝0.0625平方公尺。地板面積＝4×3＝12平方公尺。12÷0.0625＝192塊。兩種方法答案相同，但「每個方向分別算」的方法更保險，因為如果除不盡，表示要切割磁磚。,3
35→一條水管每分鐘流出0.85公升的水。水龍頭從早上7:30打開，到早上8:00關上。中午12:00還需要再開一次，但那是之後的事。請問早上這段時間總共流出了多少公升的水？（答案用小數表示）,1,,,,,25.5,【解題關鍵】中午的使用是之後的事，和早上的計算無關。【第一步】算早上開了多久。從7:30到8:00是30分鐘。【第二步】算流出的水量。0.85×30，用先忽略小數點的方法：85×30＝2550。0.85有2位小數，30沒有小數，合計2位小數。把2550的小數點往左移2位，得到25.50＝25.5公升。所以早上這段時間總共流出25.5公升的水。,3
36→工廠生產一種零件，每個重0.35公斤。一箱裝24個零件，加上箱子本身重0.6公斤。快遞公司按重量收費，需要知道每箱的總重量。請問每箱連箱子的總重量是多少公斤？（答案用小數表示）,1,,,,,9,【第一步】算24個零件的重量。0.35×24，拆開算：0.35×20＝7.0公斤，0.35×4＝1.4公斤，7.0＋1.4＝8.4公斤。【第二步】加上箱子的重量。總重＝零件重量＋箱子重量＝8.4＋0.6＝9.0公斤。所以每箱連箱子的總重量是9公斤。,3
37→一塊長方形玻璃，長1.6公尺、寬0.75公尺。玻璃每平方公尺售價280元。玻璃店還有一種圓形玻璃，但小明要的是長方形的。請問這塊長方形玻璃的價格是多少元？（答案用小數表示）,1,,,,,336,【解題關鍵】圓形玻璃是干擾條件。【第一步】算玻璃的面積。面積＝1.6×0.75。用先忽略小數點的方法：16×75＝1200。1.6有1位小數，0.75有2位小數，合計3位小數。把1200的小數點往左移3位，得到1.200＝1.2平方公尺。【第二步】算價格。價格＝面積×單價＝1.2×280＝336元。（1×280＝280，0.2×280＝56，280＋56＝336）。所以這塊玻璃的價格是336元。,3
38→小明每天早上跑2.4公里、下午跑1.8公里。他一週跑5天，週六日休息。小明的爸爸每天跑3公里，但這跟小明的計算無關。請問小明一週總共跑了幾公里？（答案填整數）,1,,,,,21,【解題關鍵】爸爸的跑步距離是干擾條件。【第一步】算小明每天跑幾公里。每天＝早上＋下午＝2.4＋1.8＝4.2公里。【第二步】算一週跑幾公里。4.2×5＝21公里。拆開驗算：4×5＝20公里，0.2×5＝1公里，20＋1＝21公里。所以小明一週總共跑了21公里。,3
39→油漆工要粉刷教室的4面牆。每面牆的面積是8.4平方公尺。一罐油漆可以粉刷12.5平方公尺。油漆一罐售價350元，但這題只問需要幾罐。請問至少需要買幾罐油漆？（答案填整數）,1,,,,,3,【解題關鍵】油漆售價是干擾條件。【第一步】算4面牆的總面積。4×8.4＝33.6平方公尺。【第二步】算需要幾罐油漆。33.6÷12.5＝2.688罐。【第三步】因為油漆只能整罐買，不能買0.688罐。2罐只能刷12.5×2＝25平方公尺，不夠33.6平方公尺。所以至少需要買3罐（無條件進位）。3罐可以刷12.5×3＝37.5平方公尺，足夠刷33.6平方公尺，會剩一些油漆。,3
40→文具店的彩色筆一盒有12枝，售價86.4元。美術課需要35枝彩色筆。文具店也有單賣的彩色筆每枝8元，但這題只算買整盒的花費。請問買3盒彩色筆要多少元？（答案用小數表示）,1,,,,,259.2,【解題關鍵】單賣價格和需要35枝的資訊都是干擾條件，題目只問買3盒的花費。【第一步】算3盒的價格。86.4×3，拆開算：86×3＝258元，0.4×3＝1.2元，258＋1.2＝259.2元。也可以用忽略小數點法：864×3＝2592，小數1位，得259.2元。所以買3盒彩色筆要259.2元。,3
41→水壺裡有4/5公升的水。小華先倒出1/3公升給弟弟，又倒出1/6公升給妹妹。弟弟後來自己又去裝了一杯水，但那不是從水壺倒的。請問水壺裡還剩多少公升的水？（答案用最簡分數表示，例如 3/4）,1,,,,,3/10,【解題關鍵】弟弟自己裝的水和水壺無關。【第一步】通分。4/5、1/3、1/6的分母分別是5、3、6。找最小公倍數：5的倍數是5、10、15、20、25、30…。3的倍數是3、6、9、12、15、18、21、24、27、30…。6的倍數是6、12、18、24、30…。最小公倍數是30。【第二步】通分。4/5＝24/30，1/3＝10/30，1/6＝5/30。【第三步】計算。24/30－10/30－5/30＝(24－10－5)/30＝9/30。【第四步】約分。9和30的最大公因數是3。9÷3＝3，30÷3＝10。所以9/30＝3/10公升。,3
